property_type,property,number_data_points,reference_value,mean_absolute_deviation,matched_ingredient_id,data_source
allergen,soya,49,0.0,0.0,393,kafoodle_pantry
allergen,sulphur_dioxide,49,0.0,0.0,393,kafoodle_pantry
allergen,celery,6,0.0,0.0,294,kafoodle_pantry
allergen,crustaceans,6,0.0,0.0,294,kafoodle_pantry
allergen,eggs,6,0.0,0.0,294,kafoodle_pantry
allergen,fish,6,0.0,0.0,294,kafoodle_pantry
allergen,gluten,6,0.0,0.0,294,kafoodle_pantry
allergen,gluten_barley,6,0.0,0.0,294,kafoodle_pantry
allergen,gluten_oats,6,0.0,0.0,294,kafoodle_pantry
allergen,gluten_rye,6,0.0,0.0,294,kafoodle_pantry
allergen,gluten_wheat,6,0.0,0.0,294,kafoodle_pantry
allergen,lupin,6,0.0,0.0,294,kafoodle_pantry
allergen,milk,6,1.0,0.2,294,kafoodle_pantry
allergen,molluscs,6,0.0,0.0,294,kafoodle_pantry
allergen,mustard,6,0.0,0.0,294,kafoodle_pantry
allergen,nuts,6,0.0,0.0,294,kafoodle_pantry
allergen,nuts_almonds,6,0.0,0.0,294,kafoodle_pantry
allergen,nuts_brazil,6,0.0,0.0,294,kafoodle_pantry
allergen,nuts_cashews,6,0.0,0.0,294,kafoodle_pantry
allergen,nuts_hazelnuts,6,0.0,0.0,294,kafoodle_pantry
allergen,nuts_macadamia,6,0.0,0.0,294,kafoodle_pantry
allergen,nuts_pecans,6,0.0,0.0,294,kafoodle_pantry
allergen,nuts_pistachios,6,0.0,0.0,294,kafoodle_pantry
allergen,nuts_walnuts,6,0.0,0.0,294,kafoodle_pantry
allergen,peanuts,6,0.0,0.0,294,kafoodle_pantry
allergen,sesame_seeds,6,0.0,0.0,294,kafoodle_pantry
allergen,soya,6,0.0,0.2,294,kafoodle_pantry
allergen,sulphur_dioxide,6,0.0,0.0,294,kafoodle_pantry
allergen,celery,66,0.0,0.015384615384615385,521,kafoodle_pantry
allergen,crustaceans,66,0.0,0.015384615384615385,521,kafoodle_pantry
allergen,eggs,66,0.0,0.015384615384615385,521,kafoodle_pantry
allergen,fish,66,0.0,0.015384615384615385,521,kafoodle_pantry
allergen,gluten,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,gluten_barley,66,0.0,0.015384615384615385,521,kafoodle_pantry
allergen,gluten_oats,66,0.0,0.015384615384615385,521,kafoodle_pantry
allergen,gluten_rye,66,0.0,0.015384615384615385,521,kafoodle_pantry
allergen,gluten_wheat,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,lupin,66,0.0,0.015384615384615385,521,kafoodle_pantry
allergen,milk,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,molluscs,66,0.0,0.015384615384615385,521,kafoodle_pantry
allergen,mustard,66,0.0,0.015384615384615385,521,kafoodle_pantry
allergen,nuts,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,nuts_almonds,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,nuts_brazil,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,nuts_cashews,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,nuts_hazelnuts,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,nuts_macadamia,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,nuts_pecans,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,nuts_pistachios,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,nuts_walnuts,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,peanuts,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,sesame_seeds,66,0.0,0.015384615384615385,521,kafoodle_pantry
allergen,soya,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,sulphur_dioxide,66,0.0,0.03076923076923077,521,kafoodle_pantry
allergen,celery,231,0.0,0.0,141,kafoodle_pantry
allergen,crustaceans,231,0.0,0.0,141,kafoodle_pantry
allergen,eggs,231,0.0,0.004347826086956522,141,kafoodle_pantry
allergen,fish,231,0.0,0.0,141,kafoodle_pantry
allergen,gluten,231,0.0,0.0,141,kafoodle_pantry
allergen,gluten_barley,231,0.0,0.0,141,kafoodle_pantry
allergen,gluten_oats,231,0.0,0.0,141,kafoodle_pantry
allergen,gluten_rye,231,0.0,0.0,141,kafoodle_pantry
allergen,gluten_wheat,231,0.0,0.0,141,kafoodle_pantry
allergen,lupin,231,0.0,0.0,141,kafoodle_pantry
allergen,milk,231,0.0,0.004347826086956522,141,kafoodle_pantry
allergen,molluscs,231,0.0,0.0,141,kafoodle_pantry
allergen,mustard,231,0.0,0.0,141,kafoodle_pantry
allergen,nuts,231,0.0,0.0,141,kafoodle_pantry
allergen,nuts_almonds,231,0.0,0.0,141,kafoodle_pantry
allergen,nuts_brazil,231,0.0,0.0,141,kafoodle_pantry
allergen,nuts_cashews,231,0.0,0.0,141,kafoodle_pantry
allergen,nuts_hazelnuts,231,0.0,0.0,141,kafoodle_pantry
allergen,nuts_macadamia,231,0.0,0.0,141,kafoodle_pantry
allergen,nuts_pecans,231,0.0,0.0,141,kafoodle_pantry
allergen,nuts_pistachios,231,0.0,0.0,141,kafoodle_pantry
allergen,nuts_walnuts,231,0.0,0.0,141,kafoodle_pantry
allergen,peanuts,231,0.0,0.0,141,kafoodle_pantry
allergen,sesame_seeds,231,0.0,0.0,141,kafoodle_pantry
allergen,soya,231,0.0,0.0,141,kafoodle_pantry
allergen,sulphur_dioxide,231,0.0,0.0,141,kafoodle_pantry
allergen,celery,19,0.0,0.0,152,kafoodle_pantry
allergen,crustaceans,19,0.0,0.0,152,kafoodle_pantry
allergen,eggs,19,0.0,0.0,152,kafoodle_pantry
allergen,fish,19,0.0,0.0,152,kafoodle_pantry
allergen,gluten,19,0.0,0.0,152,kafoodle_pantry
allergen,gluten_barley,19,0.0,0.0,152,kafoodle_pantry
allergen,gluten_oats,19,0.0,0.0,152,kafoodle_pantry
allergen,gluten_rye,19,0.0,0.0,152,kafoodle_pantry
allergen,gluten_wheat,19,0.0,0.0,152,kafoodle_pantry
allergen,lupin,19,0.0,0.0,152,kafoodle_pantry
allergen,milk,19,0.0,0.0,152,kafoodle_pantry
allergen,molluscs,19,0.0,0.0,152,kafoodle_pantry
allergen,mustard,19,0.0,0.0,152,kafoodle_pantry
allergen,nuts,19,0.0,0.0,152,kafoodle_pantry
allergen,nuts_almonds,19,0.0,0.0,152,kafoodle_pantry
allergen,nuts_brazil,19,0.0,0.0,152,kafoodle_pantry
allergen,nuts_cashews,19,0.0,0.0,152,kafoodle_pantry
allergen,nuts_hazelnuts,19,0.0,0.0,152,kafoodle_pantry
allergen,nuts_macadamia,19,0.0,0.0,152,kafoodle_pantry
allergen,nuts_pecans,19,0.0,0.0,152,kafoodle_pantry
allergen,nuts_pistachios,19,0.0,0.0,152,kafoodle_pantry
allergen,nuts_walnuts,19,0.0,0.0,152,kafoodle_pantry
allergen,peanuts,19,0.0,0.0,152,kafoodle_pantry
allergen,sesame_seeds,19,0.0,0.0,152,kafoodle_pantry
allergen,soya,19,0.0,0.0,152,kafoodle_pantry
allergen,sulphur_dioxide,19,0.0,0.0,152,kafoodle_pantry
allergen,celery,2,0.0,0.0,295,kafoodle_pantry
allergen,crustaceans,2,0.0,0.0,295,kafoodle_pantry
allergen,eggs,2,0.0,0.0,295,kafoodle_pantry
allergen,fish,2,0.0,0.0,295,kafoodle_pantry
allergen,gluten,2,0.0,0.0,295,kafoodle_pantry
allergen,gluten_barley,2,0.0,0.0,295,kafoodle_pantry
allergen,gluten_oats,2,0.0,0.0,295,kafoodle_pantry
allergen,gluten_rye,2,0.0,0.0,295,kafoodle_pantry
allergen,gluten_wheat,2,0.0,0.0,295,kafoodle_pantry
allergen,lupin,2,0.0,0.0,295,kafoodle_pantry
allergen,milk,2,1.0,0.0,295,kafoodle_pantry
allergen,molluscs,2,0.0,0.0,295,kafoodle_pantry
allergen,mustard,2,0.0,0.0,295,kafoodle_pantry
allergen,nuts,2,0.0,0.0,295,kafoodle_pantry
allergen,nuts_almonds,2,0.0,0.0,295,kafoodle_pantry
allergen,nuts_brazil,2,0.0,0.0,295,kafoodle_pantry
allergen,nuts_cashews,2,0.0,0.0,295,kafoodle_pantry
allergen,nuts_hazelnuts,2,0.0,0.0,295,kafoodle_pantry
allergen,nuts_macadamia,2,0.0,0.0,295,kafoodle_pantry
allergen,nuts_pecans,2,0.0,0.0,295,kafoodle_pantry
allergen,nuts_pistachios,2,0.0,0.0,295,kafoodle_pantry
allergen,nuts_walnuts,2,0.0,0.0,295,kafoodle_pantry
allergen,peanuts,2,0.0,0.0,295,kafoodle_pantry
allergen,sesame_seeds,2,0.0,0.0,295,kafoodle_pantry
allergen,soya,2,0.0,0.0,295,kafoodle_pantry
allergen,sulphur_dioxide,2,0.0,0.0,295,kafoodle_pantry
allergen,celery,14,0.0,0.0,407,kafoodle_pantry
allergen,crustaceans,14,0.0,0.0,407,kafoodle_pantry
allergen,eggs,14,0.0,0.0,407,kafoodle_pantry
allergen,fish,14,0.0,0.0,407,kafoodle_pantry
allergen,gluten,14,0.0,0.0,407,kafoodle_pantry
allergen,gluten_barley,14,0.0,0.0,407,kafoodle_pantry
allergen,gluten_oats,14,0.0,0.0,407,kafoodle_pantry
allergen,gluten_rye,14,0.0,0.0,407,kafoodle_pantry
allergen,gluten_wheat,14,0.0,0.0,407,kafoodle_pantry
allergen,lupin,14,0.0,0.0,407,kafoodle_pantry
allergen,milk,14,0.0,0.0,407,kafoodle_pantry
allergen,molluscs,14,0.0,0.0,407,kafoodle_pantry
allergen,mustard,14,0.0,0.0,407,kafoodle_pantry
allergen,nuts,14,0.0,0.0,407,kafoodle_pantry
allergen,nuts_almonds,14,0.0,0.0,407,kafoodle_pantry
allergen,nuts_brazil,14,0.0,0.0,407,kafoodle_pantry
allergen,nuts_cashews,14,0.0,0.0,407,kafoodle_pantry
allergen,nuts_hazelnuts,14,0.0,0.0,407,kafoodle_pantry
allergen,nuts_macadamia,14,0.0,0.0,407,kafoodle_pantry
allergen,nuts_pecans,14,0.0,0.0,407,kafoodle_pantry
allergen,nuts_pistachios,14,0.0,0.0,407,kafoodle_pantry
allergen,nuts_walnuts,14,0.0,0.0,407,kafoodle_pantry
allergen,peanuts,14,0.0,0.0,407,kafoodle_pantry
allergen,sesame_seeds,14,0.0,0.0,407,kafoodle_pantry
allergen,soya,14,0.0,0.0,407,kafoodle_pantry
allergen,sulphur_dioxide,14,0.0,0.0,407,kafoodle_pantry
allergen,celery,1,0.0,0.0,574,kafoodle_pantry
allergen,crustaceans,1,0.0,0.0,574,kafoodle_pantry
allergen,eggs,1,0.0,0.0,574,kafoodle_pantry
allergen,fish,1,0.0,0.0,574,kafoodle_pantry
allergen,gluten,1,0.0,0.0,574,kafoodle_pantry
allergen,gluten_barley,1,0.0,0.0,574,kafoodle_pantry
allergen,gluten_oats,1,0.0,0.0,574,kafoodle_pantry
allergen,gluten_rye,1,0.0,0.0,574,kafoodle_pantry
allergen,gluten_wheat,1,0.0,0.0,574,kafoodle_pantry
allergen,lupin,1,0.0,0.0,574,kafoodle_pantry
allergen,milk,1,0.0,0.0,574,kafoodle_pantry
allergen,molluscs,1,0.0,0.0,574,kafoodle_pantry
allergen,mustard,1,0.0,0.0,574,kafoodle_pantry
allergen,nuts,1,0.0,0.0,574,kafoodle_pantry
allergen,nuts_almonds,1,0.0,0.0,574,kafoodle_pantry
allergen,nuts_brazil,1,0.0,0.0,574,kafoodle_pantry
allergen,nuts_cashews,1,0.0,0.0,574,kafoodle_pantry
allergen,nuts_hazelnuts,1,0.0,0.0,574,kafoodle_pantry
allergen,nuts_macadamia,1,0.0,0.0,574,kafoodle_pantry
allergen,nuts_pecans,1,0.0,0.0,574,kafoodle_pantry
allergen,nuts_pistachios,1,0.0,0.0,574,kafoodle_pantry
allergen,nuts_walnuts,1,0.0,0.0,574,kafoodle_pantry
allergen,peanuts,1,0.0,0.0,574,kafoodle_pantry
allergen,sesame_seeds,1,0.0,0.0,574,kafoodle_pantry
allergen,soya,1,0.0,0.0,574,kafoodle_pantry
allergen,sulphur_dioxide,1,0.0,0.0,574,kafoodle_pantry
allergen,celery,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,crustaceans,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,eggs,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,fish,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,gluten,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,gluten_barley,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,gluten_oats,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,gluten_rye,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,gluten_wheat,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,lupin,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,milk,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,molluscs,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,mustard,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,nuts,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,nuts_almonds,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,nuts_brazil,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,nuts_cashews,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,nuts_hazelnuts,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,nuts_macadamia,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,nuts_pecans,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,nuts_pistachios,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,nuts_walnuts,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,peanuts,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,sesame_seeds,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,soya,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,sulphur_dioxide,8,0.0,0.14285714285714285,566,kafoodle_pantry
allergen,celery,51,0.0,0.0,173,kafoodle_pantry
allergen,crustaceans,51,0.0,0.0,173,kafoodle_pantry
allergen,eggs,51,0.0,0.0,173,kafoodle_pantry
allergen,fish,51,0.0,0.0,173,kafoodle_pantry
allergen,gluten,51,0.0,0.0,173,kafoodle_pantry
allergen,gluten_barley,51,0.0,0.0,173,kafoodle_pantry
allergen,gluten_oats,51,0.0,0.0,173,kafoodle_pantry
allergen,gluten_rye,51,0.0,0.0,173,kafoodle_pantry
allergen,gluten_wheat,51,0.0,0.0,173,kafoodle_pantry
allergen,lupin,51,0.0,0.0,173,kafoodle_pantry
allergen,milk,51,0.0,0.0,173,kafoodle_pantry
allergen,molluscs,51,0.0,0.0,173,kafoodle_pantry
allergen,mustard,51,0.0,0.0,173,kafoodle_pantry
allergen,nuts,51,0.0,0.0,173,kafoodle_pantry
allergen,nuts_almonds,51,0.0,0.0,173,kafoodle_pantry
allergen,nuts_brazil,51,0.0,0.0,173,kafoodle_pantry
allergen,nuts_cashews,51,0.0,0.0,173,kafoodle_pantry
allergen,nuts_hazelnuts,51,0.0,0.0,173,kafoodle_pantry
allergen,nuts_macadamia,51,0.0,0.0,173,kafoodle_pantry
allergen,nuts_pecans,51,0.0,0.0,173,kafoodle_pantry
allergen,nuts_pistachios,51,0.0,0.0,173,kafoodle_pantry
allergen,nuts_walnuts,51,0.0,0.0,173,kafoodle_pantry
allergen,peanuts,51,0.0,0.0,173,kafoodle_pantry
allergen,sesame_seeds,51,0.0,0.0,173,kafoodle_pantry
allergen,soya,51,0.0,0.0,173,kafoodle_pantry
allergen,sulphur_dioxide,51,0.0,0.0,173,kafoodle_pantry
allergen,celery,5,0.0,0.0,1448,kafoodle_pantry
allergen,crustaceans,5,0.0,0.0,1448,kafoodle_pantry
allergen,eggs,5,0.0,0.0,1448,kafoodle_pantry
allergen,fish,5,0.0,0.0,1448,kafoodle_pantry
allergen,gluten,5,1.0,0.0,1448,kafoodle_pantry
allergen,gluten_barley,5,0.0,0.25,1448,kafoodle_pantry
allergen,gluten_oats,5,0.0,0.0,1448,kafoodle_pantry
allergen,gluten_rye,5,0.0,0.0,1448,kafoodle_pantry
allergen,gluten_wheat,5,1.0,0.25,1448,kafoodle_pantry
allergen,lupin,5,0.0,0.0,1448,kafoodle_pantry
allergen,milk,5,0.0,0.0,1448,kafoodle_pantry
allergen,molluscs,5,0.0,0.0,1448,kafoodle_pantry
allergen,mustard,5,0.0,0.0,1448,kafoodle_pantry
allergen,nuts,5,0.0,0.0,1448,kafoodle_pantry
allergen,nuts_almonds,5,0.0,0.0,1448,kafoodle_pantry
allergen,nuts_brazil,5,0.0,0.0,1448,kafoodle_pantry
allergen,nuts_cashews,5,0.0,0.0,1448,kafoodle_pantry
allergen,nuts_hazelnuts,5,0.0,0.0,1448,kafoodle_pantry
allergen,nuts_macadamia,5,0.0,0.0,1448,kafoodle_pantry
allergen,nuts_pecans,5,0.0,0.0,1448,kafoodle_pantry
allergen,nuts_pistachios,5,0.0,0.0,1448,kafoodle_pantry
allergen,nuts_walnuts,5,0.0,0.0,1448,kafoodle_pantry
allergen,peanuts,5,0.0,0.0,1448,kafoodle_pantry
allergen,sesame_seeds,5,0.0,0.0,1448,kafoodle_pantry
allergen,soya,5,0.0,0.0,1448,kafoodle_pantry
allergen,sulphur_dioxide,5,0.0,0.0,1448,kafoodle_pantry
allergen,celery,130,0.0,0.0,67,kafoodle_pantry
allergen,crustaceans,130,0.0,0.0,67,kafoodle_pantry
allergen,eggs,130,0.0,0.0,67,kafoodle_pantry
allergen,fish,130,0.0,0.0,67,kafoodle_pantry
allergen,gluten,130,0.0,0.0,67,kafoodle_pantry
allergen,gluten_barley,130,0.0,0.0,67,kafoodle_pantry
allergen,gluten_oats,130,0.0,0.0,67,kafoodle_pantry
allergen,gluten_rye,130,0.0,0.0,67,kafoodle_pantry
allergen,gluten_wheat,130,0.0,0.0,67,kafoodle_pantry
allergen,lupin,130,0.0,0.0,67,kafoodle_pantry
allergen,milk,130,0.0,0.0,67,kafoodle_pantry
allergen,molluscs,130,0.0,0.0,67,kafoodle_pantry
allergen,mustard,130,0.0,0.0,67,kafoodle_pantry
allergen,nuts,130,0.0,0.0,67,kafoodle_pantry
allergen,nuts_almonds,130,0.0,0.0,67,kafoodle_pantry
allergen,nuts_brazil,130,0.0,0.0,67,kafoodle_pantry
allergen,nuts_cashews,130,0.0,0.0,67,kafoodle_pantry
allergen,nuts_hazelnuts,130,0.0,0.0,67,kafoodle_pantry
allergen,nuts_macadamia,130,0.0,0.0,67,kafoodle_pantry
allergen,nuts_pecans,130,0.0,0.0,67,kafoodle_pantry
allergen,nuts_pistachios,130,0.0,0.0,67,kafoodle_pantry
allergen,nuts_walnuts,130,0.0,0.0,67,kafoodle_pantry
allergen,peanuts,130,0.0,0.0,67,kafoodle_pantry
allergen,sesame_seeds,130,0.0,0.0,67,kafoodle_pantry
allergen,soya,130,0.0,0.0,67,kafoodle_pantry
allergen,sulphur_dioxide,130,0.0,0.0,67,kafoodle_pantry
allergen,celery,23,0.0,0.0,135,kafoodle_pantry
allergen,crustaceans,23,0.0,0.0,135,kafoodle_pantry
allergen,eggs,23,0.0,0.0,135,kafoodle_pantry
allergen,fish,23,0.0,0.0,135,kafoodle_pantry
allergen,gluten,23,0.0,0.0,135,kafoodle_pantry
allergen,gluten_barley,23,0.0,0.0,135,kafoodle_pantry
allergen,gluten_oats,23,0.0,0.0,135,kafoodle_pantry
allergen,gluten_rye,23,0.0,0.0,135,kafoodle_pantry
allergen,gluten_wheat,23,0.0,0.0,135,kafoodle_pantry
allergen,lupin,23,0.0,0.0,135,kafoodle_pantry
allergen,milk,23,0.0,0.0,135,kafoodle_pantry
allergen,molluscs,23,0.0,0.0,135,kafoodle_pantry
allergen,mustard,23,0.0,0.0,135,kafoodle_pantry
allergen,nuts,23,0.0,0.0,135,kafoodle_pantry
allergen,nuts_almonds,23,0.0,0.0,135,kafoodle_pantry
allergen,nuts_brazil,23,0.0,0.0,135,kafoodle_pantry
allergen,nuts_cashews,23,0.0,0.0,135,kafoodle_pantry
allergen,nuts_hazelnuts,23,0.0,0.0,135,kafoodle_pantry
allergen,nuts_macadamia,23,0.0,0.0,135,kafoodle_pantry
allergen,nuts_pecans,23,0.0,0.0,135,kafoodle_pantry
allergen,nuts_pistachios,23,0.0,0.0,135,kafoodle_pantry
allergen,nuts_walnuts,23,0.0,0.0,135,kafoodle_pantry
allergen,peanuts,23,0.0,0.0,135,kafoodle_pantry
allergen,sesame_seeds,23,0.0,0.0,135,kafoodle_pantry
allergen,soya,23,0.0,0.0,135,kafoodle_pantry
allergen,sulphur_dioxide,23,0.0,0.0,135,kafoodle_pantry
allergen,celery,21,0.0,0.0,1506,kafoodle_pantry
allergen,crustaceans,21,0.0,0.0,1506,kafoodle_pantry
allergen,eggs,21,0.0,0.0,1506,kafoodle_pantry
allergen,fish,21,0.0,0.0,1506,kafoodle_pantry
allergen,gluten,21,0.0,0.0,1506,kafoodle_pantry
allergen,gluten_barley,21,0.0,0.0,1506,kafoodle_pantry
allergen,gluten_oats,21,0.0,0.0,1506,kafoodle_pantry
allergen,gluten_rye,21,0.0,0.0,1506,kafoodle_pantry
allergen,gluten_wheat,21,0.0,0.0,1506,kafoodle_pantry
allergen,lupin,21,0.0,0.0,1506,kafoodle_pantry
allergen,milk,21,0.0,0.0,1506,kafoodle_pantry
allergen,molluscs,21,0.0,0.0,1506,kafoodle_pantry
allergen,mustard,21,0.0,0.0,1506,kafoodle_pantry
allergen,nuts,21,0.0,0.0,1506,kafoodle_pantry
allergen,nuts_almonds,21,0.0,0.0,1506,kafoodle_pantry
allergen,nuts_brazil,21,0.0,0.0,1506,kafoodle_pantry
allergen,nuts_cashews,21,0.0,0.0,1506,kafoodle_pantry
allergen,nuts_hazelnuts,21,0.0,0.0,1506,kafoodle_pantry
allergen,nuts_macadamia,21,0.0,0.0,1506,kafoodle_pantry
allergen,nuts_pecans,21,0.0,0.0,1506,kafoodle_pantry
allergen,nuts_pistachios,21,0.0,0.0,1506,kafoodle_pantry
allergen,nuts_walnuts,21,0.0,0.0,1506,kafoodle_pantry
allergen,peanuts,21,0.0,0.0,1506,kafoodle_pantry
allergen,sesame_seeds,21,0.0,0.0,1506,kafoodle_pantry
allergen,soya,21,0.0,0.0,1506,kafoodle_pantry
allergen,sulphur_dioxide,21,0.0,0.0,1506,kafoodle_pantry
allergen,celery,6,0.0,0.0,136,kafoodle_pantry
allergen,crustaceans,6,0.0,0.0,136,kafoodle_pantry
allergen,eggs,6,0.0,0.0,136,kafoodle_pantry
allergen,fish,6,0.0,0.0,136,kafoodle_pantry
allergen,gluten,6,0.0,0.0,136,kafoodle_pantry
allergen,gluten_barley,6,0.0,0.0,136,kafoodle_pantry
allergen,gluten_oats,6,0.0,0.0,136,kafoodle_pantry
allergen,gluten_rye,6,0.0,0.0,136,kafoodle_pantry
allergen,gluten_wheat,6,0.0,0.0,136,kafoodle_pantry
allergen,lupin,6,0.0,0.0,136,kafoodle_pantry
allergen,milk,6,0.0,0.0,136,kafoodle_pantry
allergen,molluscs,6,0.0,0.0,136,kafoodle_pantry
allergen,mustard,6,0.0,0.0,136,kafoodle_pantry
allergen,nuts,6,0.0,0.0,136,kafoodle_pantry
allergen,nuts_almonds,6,0.0,0.0,136,kafoodle_pantry
allergen,nuts_brazil,6,0.0,0.0,136,kafoodle_pantry
allergen,nuts_cashews,6,0.0,0.0,136,kafoodle_pantry
allergen,nuts_hazelnuts,6,0.0,0.0,136,kafoodle_pantry
allergen,nuts_macadamia,6,0.0,0.0,136,kafoodle_pantry
allergen,nuts_pecans,6,0.0,0.0,136,kafoodle_pantry
allergen,nuts_pistachios,6,0.0,0.0,136,kafoodle_pantry
allergen,nuts_walnuts,6,0.0,0.0,136,kafoodle_pantry
allergen,peanuts,6,0.0,0.0,136,kafoodle_pantry
allergen,sesame_seeds,6,0.0,0.0,136,kafoodle_pantry
allergen,soya,6,0.0,0.0,136,kafoodle_pantry
allergen,sulphur_dioxide,6,0.0,0.0,136,kafoodle_pantry
allergen,celery,58,0.0,0.0,665,kafoodle_pantry
allergen,crustaceans,58,0.0,0.0,665,kafoodle_pantry
allergen,eggs,58,0.0,0.0,665,kafoodle_pantry
allergen,fish,58,0.0,0.0,665,kafoodle_pantry
allergen,gluten,58,0.0,0.0,665,kafoodle_pantry
allergen,gluten_barley,58,0.0,0.0,665,kafoodle_pantry
allergen,gluten_oats,58,0.0,0.0,665,kafoodle_pantry
allergen,gluten_rye,58,0.0,0.0,665,kafoodle_pantry
allergen,gluten_wheat,58,0.0,0.0,665,kafoodle_pantry
allergen,lupin,58,0.0,0.0,665,kafoodle_pantry
allergen,milk,58,0.0,0.0,665,kafoodle_pantry
allergen,molluscs,58,0.0,0.0,665,kafoodle_pantry
allergen,mustard,58,0.0,0.0,665,kafoodle_pantry
allergen,nuts,58,0.0,0.0,665,kafoodle_pantry
allergen,nuts_almonds,58,0.0,0.0,665,kafoodle_pantry
allergen,nuts_brazil,58,0.0,0.0,665,kafoodle_pantry
allergen,nuts_cashews,58,0.0,0.0,665,kafoodle_pantry
allergen,nuts_hazelnuts,58,0.0,0.0,665,kafoodle_pantry
allergen,nuts_macadamia,58,0.0,0.0,665,kafoodle_pantry
allergen,nuts_pecans,58,0.0,0.0,665,kafoodle_pantry
allergen,nuts_pistachios,58,0.0,0.0,665,kafoodle_pantry
allergen,nuts_walnuts,58,0.0,0.0,665,kafoodle_pantry
allergen,peanuts,58,0.0,0.0,665,kafoodle_pantry
allergen,sesame_seeds,58,0.0,0.0,665,kafoodle_pantry
allergen,soya,58,0.0,0.0,665,kafoodle_pantry
allergen,sulphur_dioxide,58,0.0,0.0,665,kafoodle_pantry
allergen,celery,2,0.0,0.0,394,kafoodle_pantry
allergen,crustaceans,2,0.0,0.0,394,kafoodle_pantry
allergen,eggs,2,0.0,0.0,394,kafoodle_pantry
allergen,fish,2,0.0,0.0,394,kafoodle_pantry
allergen,gluten,2,0.0,0.0,394,kafoodle_pantry
allergen,gluten_barley,2,0.0,0.0,394,kafoodle_pantry
allergen,gluten_oats,2,0.0,0.0,394,kafoodle_pantry
allergen,gluten_rye,2,0.0,0.0,394,kafoodle_pantry
allergen,gluten_wheat,2,0.0,0.0,394,kafoodle_pantry
allergen,lupin,2,0.0,0.0,394,kafoodle_pantry
allergen,milk,2,0.0,0.0,394,kafoodle_pantry
allergen,molluscs,2,0.0,0.0,394,kafoodle_pantry
allergen,mustard,2,0.0,0.0,394,kafoodle_pantry
allergen,nuts,2,0.0,0.0,394,kafoodle_pantry
allergen,nuts_almonds,2,0.0,0.0,394,kafoodle_pantry
allergen,nuts_brazil,2,0.0,0.0,394,kafoodle_pantry
allergen,nuts_cashews,2,0.0,0.0,394,kafoodle_pantry
allergen,nuts_hazelnuts,2,0.0,0.0,394,kafoodle_pantry
allergen,nuts_macadamia,2,0.0,0.0,394,kafoodle_pantry
allergen,nuts_pecans,2,0.0,0.0,394,kafoodle_pantry
allergen,nuts_pistachios,2,0.0,0.0,394,kafoodle_pantry
allergen,nuts_walnuts,2,0.0,0.0,394,kafoodle_pantry
allergen,peanuts,2,0.0,0.0,394,kafoodle_pantry
allergen,sesame_seeds,2,0.0,0.0,394,kafoodle_pantry
allergen,soya,2,0.0,0.0,394,kafoodle_pantry
allergen,sulphur_dioxide,2,0.0,0.0,394,kafoodle_pantry
allergen,celery,1,0.0,0.0,1499,kafoodle_pantry
allergen,crustaceans,1,0.0,0.0,1499,kafoodle_pantry
allergen,eggs,1,0.0,0.0,1499,kafoodle_pantry
